ICMP
0	324.02	255	False	
64	224.81	255	False	
-	-	-	-	
0	119.89	255	False	
64	67.72	255	False	
-	-	-	-	
16	409.85	255	False	
0	412.41	255	False	
64	411.64	255	False	
-	-	-	-	
16	77.14	255	False	
0	77.98	255	False	
64	88.11	255	False	
-	-	-	-	
16	383.19	255	False	
0	970.39	255	False	
64	384.52	255	False	
-	-	-	-	
16	261.68	255	False	
0	391.89	255	False	
64	345.94	255	False	
-	-	-	-	
16	72.47	255	False	
0	125.84	255	False	
64	76.35	255	False	
-	-	-	-	
0	20.86	255	False	
64	20.60	255	False	
-	-	-	-	
16	115.19	255	False	
0	31.00	255	False	
64	35.70	255	False	
-	-	-	-	
16	29.40	255	False	
0	30.90	255	False	
64	30.17	255	False	
-	-	-	-	
16	289.25	255	False	
0	383.36	255	False	
64	347.27	255	False	
-	-	-	-	
16	338.18	255	False	
0	1583.41	255	False	
64	449.36	255	False	
-	-	-	-	
16	91.75	255	False	
0	31.82	255	False	
64	35.78	255	False	
-	-	-	-	
16	292.24	255	False	
64	318.21	255	False	
0	390.18	255	False	
-	-	-	-	
16	221.49	255	False	
64	314.82	255	False	
0	312.55	255	False	
-	-	-	-	
16	0.61	19	False	
64	443.15	255	False	
0	447.83	255	False	
-	-	-	-	
16	322.38	255	False	
64	476.84	255	False	
0	487.91	255	False	
-	-	-	-	
16	286.55	255	False	
64	422.08	255	False	
0	434.97	255	False	
-	-	-	-	
16	135.04	255	False	
64	245.43	255	False	
0	247.35	255	False	
-	-	-	-	
16	319.78	255	False	
64	483.87	255	False	
0	491.60	255	False	
-	-	-	-	
16	298.55	255	False	
64	511.54	255	False	
0	512.00	255	False	
-	-	-	-	
16	299.39	255	False	
64	381.50	255	False	
0	381.65	255	False	
-	-	-	-	
16	136.32	255	False	
64	245.17	255	False	
0	268.28	255	False	
-	-	-	-	
16	161.41	255	False	
64	352.56	255	False	
0	351.76	255	False	
-	-	-	-	
16	284.76	255	False	
64	489.59	255	False	
0	492.57	255	False	
-	-	-	-	
64	374.20	255	False	
0	373.99	255	False	
-	-	-	-	
0	445.73	21	True	
16	523.16	21	True	
64	445.00	21	True	
